Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory,EmploymentStatus,IsBorrowerHomeowner,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,MonthlyLoanPayment,Investors
36,Completed,0.27285,2,Other,Employed,False,"$25,000-49,999",2083.333333,4000,155.8,17
36,Completed,0.202,8,Debt Consolidation,Employed,False,"$25,000-49,999",3747.0,15000,542.21,177
36,Completed,0.11296,9,Debt Consolidation,Retired,False,"$1-24,999",1761.333333,4200,133.95,115
36,Completed,0.36387,6,Debt Consolidation,Full-time,True,"$50,000-74,999",4295.75,5700,254.47,119
36,Completed,0.35285,5,Debt Consolidation,Employed,True,"$100,000+",9011.666667,4000,172.6,1
36,Completed,0.25781,7,Debt Consolidation,Employed,False,"$50,000-74,999",4583.333333,15000,572.78,255
60,Completed,0.32958,7,Debt Consolidation,Employed,False,"$75,000-99,999",6250.0,7700,251.44,67
36,Completed,0.2129,5,Other,Employed,False,"$75,000-99,999",7083.333333,3400,122.24,1
36,Completed,0.33393,5,Other,Full-time,False,"$50,000-74,999",4333.333333,2000,86.0,65
36,Completed,0.35797,5,Debt Consolidation,Employed,False,"$25,000-49,999",4035.166667,4000,173.71,1
36,Completed,0.11296,9,Debt Consolidation,Full-time,False,"$75,000-99,999",7916.666667,6000,191.36,194
60,Completed,0.20705,6,Debt Consolidation,Employed,False,"$25,000-49,999",2333.333333,11300,288.79,158
36,Irrecoverable,0.27467,4,Debt Consolidation,Employed,False,"$75,000-99,999",6500.0,2500,98.07,17
36,Completed,0.36336,1,Business,Self-employed,False,"$50,000-74,999",5000.0,2000,89.23,60
12,Completed,0.20784,5,Other,Employed,False,"$25,000-49,999",2624.0,3000,266.96,25
36,Irrecoverable,0.35797,2,Debt Consolidation,Other,True,"$25,000-49,999",2750.0,4000,173.71,1
36,Completed,0.34731,1,Other,Self-employed,True,"$75,000-99,999",8000.0,7500,321.39,11
36,Irrecoverable,0.24246,6,Auto & Other Vehicles,Other,True,"$25,000-49,999",3339.333333,2000,74.83,21
36,Irrecoverable,0.37453,1,Other,Full-time,False,"$25,000-49,999",3577.0,1800,81.42,24
60,Completed,0.27554,6,Debt Consolidation,Self-employed,True,"$25,000-49,999",2083.333333,13000,381.41,30
36,Completed,0.18316,7,Debt Consolidation,Employed,False,"$50,000-74,999",5166.666667,8500,293.37,125
36,Completed,0.35689,6,Business,Full-time,True,"$50,000-74,999",5083.333333,1500,66.16,26
60,Irrecoverable,0.17849,8,Other,Employed,True,"$100,000+",12500.0,7000,168.41,17
36,Irrecoverable,0.30532,7,Home Improvement,Employed,False,"$25,000-49,999",2083.333333,7000,285.74,17
36,Irrecoverable,0.35132,5,Other,Employed,True,"$25,000-49,999",3750.0,6000,259.63,14
36,Completed,0.18725,5,Debt Consolidation,Employed,True,"$50,000-74,999",4333.333333,7000,242.97,1
36,Completed,0.35797,4,Debt Consolidation,Employed,False,"$50,000-74,999",4166.666667,2000,86.85,24
36,Completed,0.11448,9,Debt Consolidation,Full-time,False,"$75,000-99,999",7416.666667,11500,367.57,378
36,Completed,0.08591,10,Business,Employed,True,"$75,000-99,999",6250.0,10000,314.52,248
60,Completed,0.21822,5,Other,Employed,True,"$25,000-49,999",3750.0,6500,170.01,103
36,Irrecoverable,0.2951,6,Debt Consolidation,Employed,False,"$100,000+",9041.666667,3000,120.86,45
60,Irrecoverable,0.23318,8,Other,Employed,True,"$50,000-74,999",4416.666667,13000,350.6,177
36,Completed,0.09643,9,Home Improvement,Full-time,True,"$25,000-49,999",3880.0,9000,287.46,294
36,Completed,0.38723,6,Other,Employed,False,"$25,000-49,999",2916.666667,2000,90.47,57
36,Completed,0.37453,5,Home Improvement,Full-time,True,"$100,000+",8750.0,2500,113.09,36
36,Irrecoverable,0.35797,3,Other,Self-employed,False,"$100,000+",10000.0,4000,173.71,1
36,Completed,0.27285,4,Debt Consolidation,Employed,True,"$75,000-99,999",6666.666667,3000,116.85,50
36,Completed,0.34621,6,Home Improvement,Employed,True,"$50,000-74,999",4500.0,4000,171.98,29
36,Completed,0.25781,6,Other,Employed,False,"$25,000-49,999",2333.333333,7000,267.3,128
36,Completed,0.2951,6,Business,Employed,True,"$100,000+",11666.666667,5000,201.43,84
36,Completed,0.37453,5,Other,Full-time,False,"$75,000-99,999",7250.0,4000,180.94,46
36,Completed,0.17754,6,Other,Employed,False,"$100,000+",9630.5,12880,441.08,186
36,Completed,0.27285,4,Debt Consolidation,Employed,False,"$50,000-74,999",4583.333333,9000,350.55,151
36,Completed,0.17754,6,Auto & Other Vehicles,Employed,False,"$25,000-49,999",3750.0,4000,136.98,51
36,Completed,0.17018,8,Other,Full-time,True,"$100,000+",25166.666667,10000,345.92,322
36,Completed,0.35797,2,Other,Employed,False,"$1-24,999",750.0,4000,173.71,14
60,Completed,0.19364,7,Business,Employed,False,"$75,000-99,999",6500.0,25000,621.18,107
36,Completed,0.36676,3,Debt Consolidation,Employed,True,"$100,000+",9000.0,3000,132.33,82
36,Completed,0.22742,5,Other,Full-time,True,"$50,000-74,999",4583.333333,2500,91.67,42
60,Completed,0.23656,8,Medical/Dental,Employed,False,"$25,000-49,999",2916.666667,5000,135.77,71
60,Irrecoverable,0.27246,7,Business,Employed,False,"$50,000-74,999",4875.0,15000,437.46,25
12,Completed,0.15077,8,Other,Full-time,False,"$25,000-49,999",3833.333333,2000,175.17,45
36,Completed,0.27467,4,Debt Consolidation,Self-employed,False,"$75,000-99,999",7166.666667,10000,392.28,59
36,Completed,0.10588,8,Home Improvement,Full-time,True,"$100,000+",9166.666667,6000,189.41,271
60,Irrecoverable,0.23656,8,Other,Employed,False,"$50,000-74,999",4166.666667,9500,257.97,121
60,Completed,0.23477,8,Debt Consolidation,Employed,True,"$100,000+",8850.0,15000,410.12,264
36,Completed,0.22135,9,Debt Consolidation,Full-time,False,"$25,000-49,999",2625.0,2100,77.94,47
60,Irrecoverable,0.24252,6,Debt Consolidation,Employed,True,"$75,000-99,999",8298.083333,15000,414.2,361
36,Completed,0.37453,6,Debt Consolidation,Full-time,False,"$50,000-74,999",5583.333333,5000,224.65,96
36,Completed,0.17322,9,Debt Consolidation,Employed,False,"$75,000-99,999",6666.666667,7500,260.54,221
36,Completed,0.14358,9,Debt Consolidation,Employed,True,"$50,000-74,999",4750.0,7000,230.97,134
36,Completed,0.35797,2,Home Improvement,Other,True,"$50,000-74,999",5000.0,4000,173.71,3
36,Completed,0.33665,5,Home Improvement,Employed,False,"$25,000-49,999",3000.0,4000,169.13,53
36,Completed,0.21434,8,Debt Consolidation,Employed,False,"$50,000-74,999",4876.333333,10000,360.22,44
36,Completed,0.10373,10,Auto & Other Vehicles,Part-time,False,"$25,000-49,999",2166.666667,1600,50.29,77
60,Irrecoverable,0.23477,8,Debt Consolidation,Employed,False,"$75,000-99,999",8166.666667,15000,410.12,279
60,Completed,0.20358,8,Other,Employed,False,"$75,000-99,999",7833.333333,5000,128.19,10
60,Completed,0.32989,6,Other,Employed,True,"$100,000+",10833.333333,10000,325.19,134
36,Irrecoverable,0.28675,8,Other,Full-time,False,"$50,000-74,999",5200.0,4000,161.91,137
36,Irrecoverable,0.35797,5,Home Improvement,Employed,True,"$50,000-74,999",5220.0,3750,162.85,42
36,Irrecoverable,0.34731,2,Business,Employed,False,"$25,000-49,999",2916.666667,5500,235.69,6
36,Completed,0.27285,3,Debt Consolidation,Employed,False,"$25,000-49,999",3302.666667,3500,136.32,3
36,Completed,0.27467,1,Debt Consolidation,Self-employed,True,"$100,000+",25000.0,15000,588.41,58
36,Completed,0.38723,4,Business,Employed,False,"$1-24,999",1422.416667,5500,248.8,28
60,Completed,0.28386,3,Debt Consolidation,Employed,True,"$75,000-99,999",7750.0,15000,447.24,1
36,Completed,0.06888,10,Other,Employed,True,"$25,000-49,999",3541.666667,15000,460.08,342
36,Completed,0.08191,10,Home Improvement,Employed,True,"$25,000-49,999",2916.666667,15000,469.01,516
36,Completed,0.18173,8,Debt Consolidation,Employed,False,"$1-24,999",833.333333,2000,70.3,39
36,Completed,0.1322,8,Home Improvement,Employed,False,"$100,000+",10750.0,24500,803.26,327
36,Completed,0.38058,5,Debt Consolidation,Employed,False,"$50,000-74,999",5000.0,4000,179.48,139
60,Irrecoverable,0.28324,6,Other,Other,True,"$50,000-74,999",4333.333333,15000,446.71,24
36,Completed,0.28851,6,Home Improvement,Employed,True,"$75,000-99,999",7291.666667,5000,198.77,54
36,Irrecoverable,0.35797,6,Debt Consolidation,Employed,False,"$50,000-74,999",5416.666667,4000,173.71,84
36,Completed,0.30285,2,Debt Consolidation,Employed,True,"$50,000-74,999",4333.333333,4000,161.99,55
36,Completed,0.13697,8,Debt Consolidation,Employed,True,"$100,000+",9583.333333,10000,326.87,1
36,Completed,0.35797,3,Debt Consolidation,Employed,True,"$25,000-49,999",4050.0,4000,173.71,9
36,Irrecoverable,0.35643,1,Debt Consolidation,Employed,True,"$100,000+",19000.0,7500,326.62,102
36,Completed,0.29486,6,Debt Consolidation,Employed,True,"$25,000-49,999",3750.0,3000,120.25,21
12,Completed,0.23554,6,Home Improvement,Other,True,"$50,000-74,999",4583.333333,4000,361.05,90
60,Completed,0.29567,3,Home Improvement,Employed,True,"$75,000-99,999",7500.0,10000,304.99,2
36,Completed,0.35797,3,Other,Other,False,"$1-24,999",583.333333,4000,173.71,32
60,Completed,0.22207,8,Business,Employed,True,"$100,000+",8750.0,15000,397.32,206
36,Irrecoverable,0.35797,5,Home Improvement,Employed,False,"$25,000-49,999",2500.0,2500,108.57,34
36,Completed,0.35797,1,Other,Self-employed,True,"$1-24,999",833.333333,4000,173.71,1
36,Completed,0.29486,7,Debt Consolidation,Employed,True,"$25,000-49,999",3100.0,3700,148.31,79
36,Irrecoverable,0.35797,5,Household Expenses,Self-employed,False,"$25,000-49,999",2666.666667,3900,169.36,4
36,Irrecoverable,0.2951,6,Debt Consolidation,Employed,False,"$25,000-49,999",2666.666667,4000,161.14,53
36,Completed,0.37453,5,Debt Consolidation,Full-time,True,"$50,000-74,999",5000.0,6300,284.99,69
60,Completed,0.2893,2,Debt Consolidation,Employed,False,"$25,000-49,999",3000.0,3800,114.49,52
36,Completed,0.25259,7,Debt Consolidation,Employed,True,"$50,000-74,999",4966.666667,13000,492.99,40
60,Completed,0.20879,7,Debt Consolidation,Employed,True,"$25,000-49,999",3416.666667,16000,410.4,359
36,Irrecoverable,0.25259,6,Other,Employed,False,"$25,000-49,999",3333.333333,3000,113.77,56
36,Irrecoverable,0.25259,7,Debt Consolidation,Employed,False,"$50,000-74,999",4500.0,9000,341.3,21
36,Completed,0.12309,8,Debt Consolidation,Full-time,True,"$50,000-74,999",5250.0,8500,245.02,343
36,Completed,0.2951,5,Auto & Other Vehicles,Employed,False,"$25,000-49,999",2916.666667,6000,241.71,35
36,Irrecoverable,0.38723,5,Home Improvement,Full-time,False,"$75,000-99,999",7700.0,4000,180.94,80
36,Completed,0.38058,6,Other,Employed,False,"$25,000-49,999",3291.666667,3500,157.04,96
36,Irrecoverable,0.35797,5,Other,Employed,True,"$50,000-74,999",5891.666667,4000,173.71,4
36,Irrecoverable,0.22354,5,Debt Consolidation,Employed,True,"$100,000+",11583.333333,15000,547.11,4
12,Completed,0.05927,10,Debt Consolidation,Employed,False,"$25,000-49,999",3333.333333,3500,299.61,71
36,Irrecoverable,0.34577,5,Household Expenses,Employed,False,"$25,000-49,999",2083.333333,4000,171.08,8
36,Completed,0.21434,8,Other,Employed,True,"$75,000-99,999",6333.333333,3000,108.07,47
36,Completed,0.2837,5,Home Improvement,Employed,True,"$100,000+",12204.666667,15000,592.6,18
36,Completed,0.13068,9,Debt Consolidation,Employed,True,"$50,000-74,999",5583.333333,10000,327.15,323
60,Completed,0.20358,8,Debt Consolidation,Employed,True,"$100,000+",8750.0,15000,384.58,283
36,Completed,0.28838,7,Auto & Other Vehicles,Full-time,False,"$25,000-49,999",4083.333333,1500,60.32,44
36,Completed,0.3179,2,Business,Self-employed,True,"$75,000-99,999",6666.666667,4000,165.15,20
60,Irrecoverable,0.27462,6,Debt Consolidation,Employed,True,"$50,000-74,999",5000.0,6000,175.72,59
36,Completed,0.39153,5,Business,Full-time,True,"$25,000-49,999",2666.666667,1000,45.24,19
60,Completed,0.27246,7,Debt Consolidation,Employed,True,"$75,000-99,999",6666.666667,12500,364.55,4
36,Completed,0.18478,7,Debt Consolidation,Employed,False,"$25,000-49,999",2253.333333,2700,94.38,65
36,Irrecoverable,0.35356,5,Business,Employed,True,"$50,000-74,999",6166.666667,2000,86.38,14
36,Completed,0.33097,8,Other,Employed,True,"$100,000+",10000.0,7500,316.34,163
36,Completed,0.13301,8,Debt Consolidation,Employed,True,"$50,000-74,999",4333.333333,6000,195.01,1
36,Completed,0.12427,9,Debt Consolidation,Employed,True,"$100,000+",16333.333333,11250,361.11,44
12,Completed,0.18829,8,Business,Employed,False,"$25,000-49,999",3750.0,2000,178.63,46
36,Completed,0.1322,9,Debt Consolidation,Employed,False,"$25,000-49,999",3750.0,5200,170.49,54
36,Completed,0.21434,8,Debt Consolidation,Employed,False,"$50,000-74,999",5508.333333,7100,255.76,73
36,Completed,0.04583,10,Business,Full-time,False,"$50,000-74,999",4583.333333,1000,29.64,23
36,Irrecoverable,0.2837,5,Other,Self-employed,True,"$75,000-99,999",7000.0,5000,197.53,13
36,Completed,0.22784,9,Other,Full-time,True,"$25,000-49,999",3416.666667,1300,46.76,39
36,Completed,0.07339,10,Debt Consolidation,Employed,False,"$50,000-74,999",4166.666667,2000,61.75,147
36,Irrecoverable,0.22362,7,Home Improvement,Employed,True,"$50,000-74,999",6069.0,9500,348.18,39
36,Irrecoverable,0.15549,8,Other,Full-time,False,"$25,000-49,999",2561.0,5000,169.43,72
36,Irrecoverable,0.35643,5,Other,Employed,True,"$75,000-99,999",7666.666667,7000,304.84,33
36,Completed,0.12663,9,Auto & Other Vehicles,Full-time,True,"$100,000+",8951.833333,8000,260.21,189
36,Completed,0.07439,10,Debt Consolidation,Full-time,True,"$75,000-99,999",7166.666667,2000,61.85,81
36,Completed,0.29254,2,Debt Consolidation,Full-time,True,"$25,000-49,999",2083.333333,6000,240.91,98
36,Completed,0.22135,10,Debt Consolidation,Full-time,False,"$50,000-74,999",5153.0,3500,129.89,83
60,Irrecoverable,0.28704,4,Debt Consolidation,Employed,False,"$25,000-49,999",3416.666667,5000,150.0,47
36,Completed,0.35643,3,Auto & Other Vehicles,Employed,False,"$25,000-49,999",3000.0,4000,174.2,58
36,Completed,0.2706,6,Medical/Dental,Employed,False,"$25,000-49,999",2500.0,12000,466.02,78
36,Completed,0.06668,10,Business,Self-employed,True,"$100,000+",10236.583333,1000,30.57,91
36,Completed,0.12782,9,Household Expenses,Employed,True,"$25,000-49,999",2083.333333,3000,96.79,57
60,Completed,0.15936,8,Debt Consolidation,Employed,True,"$25,000-49,999",3750.0,3900,90.02,61
60,Completed,0.23718,9,Other,Employed,False,"$100,000+",8500.0,8000,217.51,6
60,Irrecoverable,0.30111,3,Business,Employed,False,"$1-24,999",1105.0,13000,400.62,160
36,Completed,0.35858,5,Other,Employed,False,"$75,000-99,999",6814.083333,7500,327.49,191
60,Completed,0.26528,7,Debt Consolidation,Employed,True,"$25,000-49,999",3750.0,10500,301.94,146
36,Completed,0.2924,2,Debt Consolidation,Employed,True,"$50,000-74,999",5132.5,7000,279.69,18
60,Completed,0.29464,6,Debt Consolidation,Employed,True,"$100,000+",8333.333333,12000,365.28,17
36,Completed,0.25259,7,Other,Employed,False,"$25,000-49,999",2500.0,2000,75.84,37
36,Completed,0.35797,3,Home Improvement,Employed,False,"$100,000+",11525.0,4000,173.71,38
36,Completed,0.31032,2,Debt Consolidation,Employed,False,"$25,000-49,999",2750.0,2000,81.78,24
36,Completed,0.19546,8,Debt Consolidation,Employed,False,"$25,000-49,999",3895.833333,3500,124.16,65
36,Completed,0.19921,8,Debt Consolidation,Employed,True,"$75,000-99,999",7083.333333,15000,529.28,27
36,Completed,0.19645,4,Debt Consolidation,Employed,False,"$25,000-49,999",2864.333333,10000,351.52,153
60,Completed,0.09826,10,Medical/Dental,Employed,True,"$100,000+",11250.0,15750,331.63,324
36,Completed,0.38058,6,Debt Consolidation,Employed,False,"$50,000-74,999",4620.0,6500,291.65,155
60,Completed,0.27462,7,Other,Employed,True,"$25,000-49,999",3500.0,2000,58.57,48
60,Irrecoverable,0.3304,2,Debt Consolidation,Employed,True,"$25,000-49,999",2500.0,3500,113.93,63
36,Irrecoverable,0.24246,7,Household Expenses,Employed,True,"$75,000-99,999",7500.0,4500,168.36,70
36,Completed,0.09069,10,Other,Full-time,True,"$75,000-99,999",7500.0,5000,154.39,190
36,Irrecoverable,0.37453,4,Business,Full-time,False,"$25,000-49,999",2416.666667,3400,153.8,104
36,Completed,0.30532,7,Other,Employed,True,"$25,000-49,999",3750.0,5000,204.1,24
36,Completed,0.30532,7,Debt Consolidation,Employed,True,"$75,000-99,999",6250.0,4000,163.28,5
36,Completed,0.35643,4,Business,Self-employed,False,"$25,000-49,999",3333.333333,5384,234.46,77
36,Completed,0.29254,4,Debt Consolidation,Employed,True,"$25,000-49,999",3000.0,3000,120.46,50
36,Completed,0.30532,7,Other,Employed,False,"$1-24,999",1000.0,6000,244.92,82
36,Completed,0.35643,3,Other,Self-employed,True,"$75,000-99,999",6250.0,2500,108.87,37
12,Completed,0.1305,9,Business,Full-time,True,"$75,000-99,999",6250.0,2000,173.32,31
36,Completed,0.28851,5,Home Improvement,Employed,True,"$75,000-99,999",6250.0,8000,318.04,6
36,Completed,0.25259,7,Business,Employed,False,"$50,000-74,999",4833.333333,10000,379.22,88
12,Completed,0.11731,8,Debt Consolidation,Employed,False,"$25,000-49,999",3208.333333,3000,260.98,47
60,Irrecoverable,0.24702,4,Home Improvement,Self-employed,True,"$25,000-49,999",2916.666667,9000,249.59,135
36,Completed,0.35643,4,Debt Consolidation,Employed,False,"$50,000-74,999",4658.5,4000,174.2,35
36,Completed,0.30992,7,Other,Full-time,True,"$75,000-99,999",7217.583333,2500,102.65,100
36,Irrecoverable,0.14358,8,Debt Consolidation,Employed,True,"$25,000-49,999",3166.666667,13000,428.94,17
36,Completed,0.30532,5,Other,Employed,True,"$25,000-49,999",3083.333333,5000,204.1,4
60,Completed,0.3142,6,Debt Consolidation,Employed,False,"$50,000-74,999",4416.666667,13323,422.83,273
36,Completed,0.35285,4,Debt Consolidation,Employed,True,"$75,000-99,999",6250.0,4000,172.6,65
36,Completed,0.35643,4,Debt Consolidation,Full-time,True,"$100,000+",8333.333333,4000,174.2,66
36,Completed,0.13524,9,Other,Employed,False,"$50,000-74,999",4333.333333,3200,105.37,63
60,Irrecoverable,0.14453,9,Debt Consolidation,Full-time,True,"$50,000-74,999",6014.666667,15000,335.11,95
36,Completed,0.35797,6,Other,Employed,False,"$50,000-74,999",5833.333333,2000,86.85,14
12,Irrecoverable,0.35843,4,Other,Self-employed,False,"$1-24,999",175.0,2500,239.67,49
36,Completed,0.22237,8,Debt Consolidation,Full-time,True,"$100,000+",8333.333333,7000,260.15,187
36,Irrecoverable,0.35643,4,Debt Consolidation,Employed,False,"$25,000-49,999",2100.0,3500,152.42,74
36,Irrecoverable,0.35643,4,Other,Employed,False,"$25,000-49,999",2833.333333,2000,87.1,25
36,Irrecoverable,0.16056,8,Debt Consolidation,Employed,False,"$75,000-99,999",6666.666667,17500,597.26,264
36,Completed,0.06327,10,Debt Consolidation,Employed,True,"$100,000+",10041.666667,9000,273.76,151
36,Completed,0.17322,8,Debt Consolidation,Employed,True,"$50,000-74,999",5416.666667,10000,344.48,229
36,Completed,0.34731,2,Other,Employed,True,"$25,000-49,999",2916.666667,7500,321.39,120
36,Completed,0.10578,9,Business,Employed,True,"$50,000-74,999",6000.0,10000,315.63,224
36,Completed,0.11296,8,Auto & Other Vehicles,Full-time,True,"$1-24,999",1333.333333,4250,135.54,148
36,Completed,0.35643,2,Auto & Other Vehicles,Self-employed,True,"$25,000-49,999",2916.666667,4000,174.2,93
36,Completed,0.3509,4,Debt Consolidation,Employed,True,"$50,000-74,999",4466.666667,7500,322.84,22
60,Completed,0.23318,8,Debt Consolidation,Employed,True,"$100,000+",14583.333333,15000,404.54,24
12,Completed,0.25295,5,Debt Consolidation,Full-time,False,"$25,000-49,999",2166.666667,2000,180.95,53
36,Completed,0.35285,2,Home Improvement,Employed,True,"$50,000-74,999",4612.166667,4000,172.6,7
36,Completed,0.35643,5,Other,Employed,False,"$50,000-74,999",6000.0,7500,326.62,36
